## Thu Oct 20 12:33:49 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
sugE	216595.PFLU_1875	2.02e-63	194.0	COG2076@1|root,COG2076@2|Bacteria,1MZ6P@1224|Proteobacteria,1S8TD@1236|Gammaproteobacteria,1YQPC@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	quaternary ammonium	sugE	-	-	ko:K11741	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
panS	321846.PS417_09240	1.83e-211	586.0	COG0385@1|root,COG0385@2|Bacteria,1MXF3@1224|Proteobacteria,1RNZF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Bile acid sodium symporter	yocS	-	-	ko:K03453	-	-	-	-	ko00000	2.A.28	-	-	SBF
rdgC	321846.PS417_09245	4.22e-214	592.0	COG2974@1|root,COG2974@2|Bacteria,1MXPR@1224|Proteobacteria,1RMNN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	May be involved in recombination	rdgC	GO:0000018,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009295,GO:0019219,GO:0019222,GO:0031323,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363	-	ko:K03554	-	-	-	-	ko00000,ko03400	-	-	-	RdgC
33931E_Pfluorescens55_02093	321846.PS417_09270	0.0	1013.0	COG1292@1|root,COG1292@2|Bacteria,1QSN7@1224|Proteobacteria,1RYYU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the BCCT transporter (TC 2.A.15) family	-	-	-	-	-	-	-	-	-	-	-	-	BCCT
33931E_Pfluorescens55_02094	321846.PS417_09275	0.0	1406.0	COG2936@1|root,COG2936@2|Bacteria,1MVA8@1224|Proteobacteria,1RN7H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Peptidase S15	cocE	-	-	ko:K06978	-	-	-	-	ko00000	-	-	-	PepX_C,Peptidase_S15
gcvA_7	321846.PS417_09280	2.05e-228	628.0	COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,1RZ74@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
33931E_Pfluorescens55_02096	321846.PS417_09290	1.86e-288	786.0	COG0753@1|root,COG0753@2|Bacteria,1RC6W@1224|Proteobacteria,1S3BQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Catalase	-	-	-	-	-	-	-	-	-	-	-	-	Catalase
33931E_Pfluorescens55_02097	321846.PS417_09295	0.0	1224.0	COG1621@1|root,COG2010@1|root,COG1621@2|Bacteria,COG2010@2|Bacteria,1MVYK@1224|Proteobacteria,1RQH2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Cytochrome c	-	-	-	-	-	-	-	-	-	-	-	-	-
fklB_1	321846.PS417_09300	8.92e-164	459.0	COG0545@1|root,COG0545@2|Bacteria,1RDA1@1224|Proteobacteria,1RPMP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Peptidyl-prolyl cis-trans	fklB-2	-	5.2.1.8	ko:K03773	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C,FKBP_N
33931E_Pfluorescens55_02099	1470593.BW43_01897	3.44e-105	303.0	COG3339@1|root,COG3339@2|Bacteria,1N9BI@1224|Proteobacteria,1SIGS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1232)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1232
33931E_Pfluorescens55_02100	321846.PS417_09310	3.48e-75	224.0	COG1396@1|root,COG1396@2|Bacteria,1N7DN@1224|Proteobacteria,1SU84@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
33931E_Pfluorescens55_02101	1415630.U771_10550	1.65e-80	239.0	2EKXS@1|root,33EMA@2|Bacteria,1QUPH@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_02102	321846.PS417_09320	0.0	1160.0	COG0517@1|root,COG2199@1|root,COG2200@1|root,COG0517@2|Bacteria,COG2199@2|Bacteria,COG2200@2|Bacteria,1MVJY@1224|Proteobacteria,1RRCA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	EAL domain	-	-	-	-	-	-	-	-	-	-	-	-	CBS,EAL,GGDEF
prc	321846.PS417_09325	0.0	1345.0	COG0793@1|root,COG0793@2|Bacteria,1MU39@1224|Proteobacteria,1RMSR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the peptidase S41A family	prc	GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0023052,GO:0030163,GO:0030288,GO:0030313,GO:0031975,GO:0042221,GO:0042597,GO:0043170,GO:0044238,GO:0044464,GO:0046677,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575	3.4.21.102	ko:K03797	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	BAGE,DUF3340,PDZ,Peptidase_S41
ppsC_1	321846.PS417_09330	3.03e-230	634.0	COG0604@1|root,COG0604@2|Bacteria,1MX8A@1224|Proteobacteria,1RPRD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	-	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N,ADH_zinc_N
33931E_Pfluorescens55_02105	321846.PS417_09335	1.11e-160	449.0	COG0560@1|root,COG0560@2|Bacteria,1MWTU@1224|Proteobacteria,1RZWU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	HAD family hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	HAD
btuD_3	321846.PS417_09340	2.59e-231	637.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RMTS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex FbpABC involved in Fe(3 ) ions import. Responsible for energy coupling to the transport system	-	-	-	ko:K02052	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	ABC_tran,TOBE_2
cysW_2	321846.PS417_09345	1.88e-181	506.0	COG1177@1|root,COG1177@2|Bacteria,1MV4A@1224|Proteobacteria,1RXZZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter (permease)	IV02_22295	-	-	ko:K02053	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
33931E_Pfluorescens55_02108	321846.PS417_09350	5.39e-187	521.0	COG4132@1|root,COG4132@2|Bacteria,1NF20@1224|Proteobacteria,1RQAN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter (permease)	-	-	-	ko:K02054	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	BPD_transp_1
33931E_Pfluorescens55_02109	321846.PS417_09355	9.92e-203	560.0	COG1524@1|root,COG1524@2|Bacteria,1MYH0@1224|Proteobacteria,1RNQJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	proteins of the AP superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Phosphodiest
33931E_Pfluorescens55_02110	321846.PS417_09360	1.57e-258	708.0	COG1840@1|root,COG1840@2|Bacteria,1Q13Q@1224|Proteobacteria,1SYNX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter substrate-binding protein	-	-	-	ko:K02055	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	SBP_bac_6
phnR	321846.PS417_09365	6.37e-170	474.0	COG2188@1|root,COG2188@2|Bacteria,1R4PN@1224|Proteobacteria,1RQ87@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional	phnR	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
33931E_Pfluorescens55_02112	321846.PS417_09370	2.06e-204	567.0	COG0803@1|root,COG0803@2|Bacteria,1N69A@1224|Proteobacteria,1SAUM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC-type metal ion transport system periplasmic component surface adhesin	VPA0165	-	-	-	-	-	-	-	-	-	-	-	ZnuA
znuB_2	321846.PS417_09375	5.11e-191	533.0	COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	COG1108 ABC-type Mn2 Zn2 transport systems permease components	-	-	-	ko:K09816	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ABC-3
znuC_3	321846.PS417_09380	3.4e-175	488.0	COG1121@1|root,COG1121@2|Bacteria,1MUDW@1224|Proteobacteria,1RPJT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex ZnuABC involved in zinc import. Responsible for energy coupling to the transport system	znuC	-	-	ko:K09817	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ABC_tran
hpf_3	321846.PS417_09385	2.44e-213	590.0	COG0803@1|root,COG0803@2|Bacteria,1MVW9@1224|Proteobacteria,1RY8W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Belongs to the bacterial solute-binding protein 9 family	psaA	-	-	ko:K09815	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ZnuA
33931E_Pfluorescens55_02116	321846.PS417_09390	1.43e-125	358.0	2E2KX@1|root,32XQ5@2|Bacteria,1N5SI@1224|Proteobacteria,1SNEJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	VPA0161	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_02117	321846.PS417_09395	5.22e-75	224.0	2E451@1|root,32Z13@2|Bacteria,1N6TT@1224|Proteobacteria,1SF2I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_02118	321846.PS417_09400	2.14e-132	374.0	2DKVK@1|root,30HAM@2|Bacteria,1RERE@1224|Proteobacteria,1S611@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Thiamine pyrophosphate-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	-
33931E_Pfluorescens55_02119	321846.PS417_09405	4.08e-289	789.0	COG3182@1|root,COG3182@2|Bacteria,1MW2S@1224|Proteobacteria,1RZFD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Iron-regulated membrane protein	-	-	-	-	-	-	-	-	-	-	-	-	PepSY,PepSY_TM
leuC_1	321846.PS417_09410	0.0	932.0	COG0065@1|root,COG0065@2|Bacteria,1MVYR@1224|Proteobacteria,1RMRU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	-	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
leuD1	321846.PS417_09415	8.14e-143	403.0	COG0066@1|root,COG0066@2|Bacteria,1R6KV@1224|Proteobacteria,1RYUI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	-	-	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C
dmlR_9	321846.PS417_09420	6.85e-227	624.0	COG0583@1|root,COG0583@2|Bacteria,1MVJ7@1224|Proteobacteria,1RMNJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	ko:K16135	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
dctA_1	321846.PS417_09425	1.08e-289	794.0	COG1301@1|root,COG1301@2|Bacteria,1MU0Q@1224|Proteobacteria,1RMEN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	dctA	-	-	ko:K11103	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.23.1.3,2.A.23.1.6,2.A.23.1.7	-	-	SDF
dehH1	321846.PS417_09430	4.09e-218	600.0	COG0596@1|root,COG0596@2|Bacteria,1MUVB@1224|Proteobacteria,1RP4M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Alpha beta hydrolase	-	-	3.8.1.3	ko:K01561	ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120	-	R05287	RC00697	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1
33931E_Pfluorescens55_02125	321846.PS417_09435	1.77e-107	309.0	COG2764@1|root,COG2764@2|Bacteria,1RF5T@1224|Proteobacteria,1S5YT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	glyoxalase bleomycin resistance protein dioxygenase	-	-	-	ko:K04750	-	-	-	-	ko00000	-	-	-	Glyoxalase
soxR	321846.PS417_09440	1.58e-105	304.0	COG0789@1|root,COG0789@2|Bacteria,1RH2U@1224|Proteobacteria,1S6M0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	redox-sensitive transcriptional activator SoxR	soxR	-	-	ko:K13639	-	-	-	-	ko00000,ko03000	-	-	-	MerR,MerR-DNA-bind,MerR_1
33931E_Pfluorescens55_02127	321846.PS417_09445	3.64e-83	245.0	COG1359@1|root,COG1359@2|Bacteria,1N806@1224|Proteobacteria,1STNX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Antibiotic biosynthesis monooxygenase	-	-	-	-	-	-	-	-	-	-	-	-	ABM
norR_2	321846.PS417_09450	9.46e-260	712.0	COG3829@1|root,COG3829@2|Bacteria,1NU8B@1224|Proteobacteria,1T1IJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	ko:K06714	-	-	-	-	ko00000,ko03000	-	-	-	HTH_8,Sigma54_activat
soxC_3	321846.PS417_09455	3.12e-295	804.0	COG1960@1|root,COG1960@2|Bacteria,1MYT7@1224|Proteobacteria,1RRIK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	monooxygenase	msuC	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N
msuD_1	321846.PS417_09460	6.89e-280	764.0	COG2141@1|root,COG2141@2|Bacteria,1MWMV@1224|Proteobacteria,1RP4Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Catalyzes the desulfonation of aliphatic sulfonates	ssuD	-	1.14.14.5	ko:K04091	ko00920,map00920	-	R07210,R10206	RC01779,RC02556	ko00000,ko00001,ko01000	-	-	-	Bac_luciferase
msuE	321846.PS417_09465	1.04e-123	353.0	COG0431@1|root,COG0431@2|Bacteria,1RICF@1224|Proteobacteria,1S57J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	fmn reductase	msuE	-	1.5.1.38	ko:K00299	ko00740,ko00920,ko01100,map00740,map00920,map01100	-	R05706,R07210,R10206	RC00126,RC01779,RC02556	ko00000,ko00001,ko01000	-	-	-	FMN_red
33931E_Pfluorescens55_02132	1042209.HK44_011035	2.49e-39	132.0	2DJFC@1|root,305YK@2|Bacteria,1QRH8@1224|Proteobacteria,1RUHB@1236|Gammaproteobacteria,1YQZK@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
iscS_1	321846.PS417_09475	5.75e-266	729.0	COG1104@1|root,COG1104@2|Bacteria,1MU1C@1224|Proteobacteria,1RNCD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins	iscS	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
33931E_Pfluorescens55_02134	321846.PS417_09480	0.0	1200.0	COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,1RPQD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	xaa-pro aminopeptidase	ampP	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C
dmlR_10	321846.PS417_09485	6.19e-212	587.0	COG0583@1|root,COG0583@2|Bacteria,1MWUD@1224|Proteobacteria,1S5SM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
33931E_Pfluorescens55_02136	321846.PS417_09490	5.65e-230	634.0	COG0604@1|root,COG0604@2|Bacteria,1MX8A@1224|Proteobacteria,1RPRD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	-	-	1.1.1.1,1.6.5.5	ko:K00001,ko:K00344	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2
nsaD	321846.PS417_09495	5.15e-142	400.0	COG3917@1|root,COG3917@2|Bacteria,1RDNQ@1224|Proteobacteria,1T08P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	2-hydroxychromene-2-carboxylate isomerase	-	-	-	-	-	-	-	-	-	-	-	-	DSBA
fabG1	321846.PS417_09500	1.45e-178	496.0	COG1028@1|root,COG1028@2|Bacteria,1MWJQ@1224|Proteobacteria,1RS2P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
33931E_Pfluorescens55_02139	216595.PFLU_2062	5.07e-61	187.0	2B19E@1|root,31TPX@2|Bacteria,1QRFM@1224|Proteobacteria,1RUF8@1236|Gammaproteobacteria,1YQVX@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rhtA	321846.PS417_09510	1.89e-193	539.0	COG5006@1|root,COG5006@2|Bacteria,1MXR7@1224|Proteobacteria,1RPFH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	permease DMT superfamily	rhtA	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015195,GO:0015238,GO:0015318,GO:0015562,GO:0015565,GO:0015711,GO:0015804,GO:0015807,GO:0015826,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0034639,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903825,GO:1905039	-	ko:K11939	-	-	-	-	ko00000,ko02000	2.A.7.3.6	-	iNRG857_1313.NRG857_03645	EamA
33931E_Pfluorescens55_02141	1211579.PP4_04690	4.77e-43	140.0	2E4EA@1|root,32Z9I@2|Bacteria,1N7HE@1224|Proteobacteria,1SDU5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mrdA_1	321846.PS417_09540	0.0	1273.0	COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,1RN9H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes cross-linking of the peptidoglycan cell wall	mrdA	GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016787,GO:0017171,GO:0019538,GO:0022603,GO:0022604,GO:0030203,GO:0031224,GO:0031226,GO:0031406,GO:0033218,GO:0033293,GO:0034645,GO:0036094,GO:0042221,GO:0042493,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0045229,GO:0046677,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0071972,GO:0097159,GO:0140096,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	iEcE24377_1341.EcE24377A_0661,iPC815.YPO2604	PBP_dimer,Transpeptidase
33931E_Pfluorescens55_02146	321846.PS417_09545	3.62e-100	289.0	COG3791@1|root,COG3791@2|Bacteria,1N031@1224|Proteobacteria,1T0A4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Glutathione-dependent formaldehyde-activating enzyme	-	-	-	-	-	-	-	-	-	-	-	-	GFA
33931E_Pfluorescens55_02147	321846.PS417_09550	9.82e-111	318.0	COG3832@1|root,COG3832@2|Bacteria,1RF9V@1224|Proteobacteria	1224|Proteobacteria	S	Activator of Hsp90 ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AHSA1
fcuA	321846.PS417_09560	0.0	1488.0	COG4774@1|root,COG4774@2|Bacteria,1MVZD@1224|Proteobacteria,1RN2P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	receptor	fcuA	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
polB	321846.PS417_09565	0.0	1600.0	COG0417@1|root,COG0417@2|Bacteria,1MVY9@1224|Proteobacteria,1RMQ1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	DNA polymerase	polB	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0018130,GO:0019438,GO:0031668,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045004,GO:0045005,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	2.7.7.7	ko:K02336	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_pol_B,DNA_pol_B_exo1
33931E_Pfluorescens55_02150	321846.PS417_09570	1.08e-132	376.0	COG1670@1|root,COG1670@2|Bacteria,1MXEE@1224|Proteobacteria,1S427@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
33931E_Pfluorescens55_02151	321846.PS417_09575	1.65e-154	433.0	COG0625@1|root,COG0625@2|Bacteria,1RE6I@1224|Proteobacteria,1SIA1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Glutathione S-transferase	-	-	-	ko:K11208	-	-	-	-	ko00000	-	-	-	GST_N,GST_N_2,GST_N_3
33931E_Pfluorescens55_02152	321846.PS417_09580	1.47e-125	358.0	2DRCR@1|root,33B8F@2|Bacteria,1NHMX@1224|Proteobacteria,1SCT6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4174)	VPA0983	-	-	-	-	-	-	-	-	-	-	-	DUF4174
33931E_Pfluorescens55_02153	321846.PS417_09585	7.78e-243	667.0	COG3594@1|root,COG3594@2|Bacteria,1RGHJ@1224|Proteobacteria,1SSVD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Acyltransferase family	pslL	-	-	ko:K21005	ko02025,map02025	-	-	-	ko00000,ko00001	-	-	-	Acyl_transf_3
